# 1. q 2.-3. R 4.-5. V
# Time = 0.0000000000000000e+00	us = 0.0000000000000000e+00	qs = 0.0000000000000000e+00	l = 1.0000000000000000e+00

5.0000000000000003e-02	9.4356935038897183e-01	-1.0548549873221474e-17	1.0000000000000002e-02	5.6831307805692614e-36
5.0000000000000003e-02	9.4356873430610089e-01	-5.2852141982964132e-04	1.0000000000000000e-02	-2.1365060802587245e-21
5.0000000000000003e-02	9.4356688602114180e-01	-1.0570484800825365e-03	1.0000000000000002e-02	1.9900884576375503e-21
5.0000000000000003e-02	9.4356380542505458e-01	-1.5855868212371928e-03	1.0000000000000000e-02	5.8873211256045169e-21
5.0000000000000003e-02	9.4355949233609149e-01	-2.1141420838821472e-03	1.0000000000000000e-02	3.4484861678522498e-21
5.0000000000000003e-02	9.4355394649977664e-01	-2.6427199087712622e-03	1.0000000000000000e-02	-6.6992198267139627e-21
5.0000000000000003e-02	9.4354716758887991e-01	-3.1713259368782772e-03	1.0000000000000000e-02	1.0093947615050126e-20
5.0000000000000003e-02	9.4353915520337683e-01	-3.6999658094517681e-03	1.0000000000000002e-02	1.8252145029581951e-22
5.0000000000000003e-02	9.4352990887040800e-01	-4.2286451680693081e-03	1.0000000000000004e-02	8.8316727275951421e-21
5.0000000000000003e-02	9.4351942804422284e-01	-4.7573696546919318e-03	1.0000000000000002e-02	1.3280016258322763e-20
5.0000000000000003e-02	9.4350771210612183e-01	-5.2861449117177078e-03	1.0000000000000000e-02	1.1806574475339110e-20
5.0000000000000003e-02	9.4349476036438473e-01	-5.8149765820355182e-03	1.0000000000000002e-02	-8.9685632471680363e-21
5.0000000000000003e-02	9.4348057205419489e-01	-6.3438703090779001e-03	1.0000000000000002e-02	-3.7444661761179993e-21
5.0000000000000003e-02	9.4346514633755441e-01	-6.8728317368738166e-03	1.0000000000000000e-02	3.0507507391139203e-21
5.0000000000000003e-02	9.4344848230318912e-01	-7.4018665101008825e-03	1.0000000000000004e-02	4.2721793395473480e-21
5.0000000000000003e-02	9.4343057896644877e-01	-7.9309802741367452e-03	1.0000000000000000e-02	-2.3994084451189852e-21
5.0000000000000003e-02	9.4341143526919569e-01	-8.4601786751103431e-03	1.0000000000000002e-02	-2.9660225393792412e-21
5.0000000000000003e-02	9.4339105007968682e-01	-8.9894673599520171e-03	1.0000000000000000e-02	1.1069547281452358e-20
5.0000000000000003e-02	9.4336942219244757e-01	-9.5188519764434539e-03	1.0000000000000000e-02	-5.7576540861415576e-21
5.0000000000000003e-02	9.4334655032813797e-01	-1.0048338173266414e-02	1.0000000000000000e-02	-1.0176096854914462e-20
5.0000000000000003e-02	9.4332243313340869e-01	-1.0577931600051133e-02	1.0000000000000002e-02	-1.2148738254348456e-20
5.0000000000000003e-02	9.4329706918074996e-01	-1.1107637907423404e-02	1.0000000000000000e-02	1.6291907329502313e-20
5.0000000000000003e-02	9.4327045696833245e-01	-1.1637462747051330e-02	1.0000000000000002e-02	-2.7229110005566110e-20
5.0000000000000003e-02	9.4324259491983919e-01	-1.2167411771690628e-02	1.0000000000000000e-02	-1.3138273402354526e-20
5.0000000000000003e-02	9.4321348138428818e-01	-1.2697490635229246e-02	1.0000000000000000e-02	3.9070521802483625e-20
5.0000000000000003e-02	9.4318311463585014e-01	-1.3227704992731116e-02	1.0000000000000000e-02	4.2349049662106738e-20
5.0000000000000003e-02	9.4315149287365274e-01	-1.3758060500478278e-02	1.0000000000000002e-02	3.6527767560367170e-20
