# 1. q 2.-3. R 4.-5. V
# Time = 0.0000000000000000e+00	us = 0.0000000000000000e+00	qs = 0.0000000000000000e+00	l = 1.0000000000000000e+00

-3.1415926535897931e+00	1.2500000000000000e+00	-1.2916196709757237e-16	-7.9095228390800484e-17	-1.3778379803155374e-01
-3.1293208072867080e+00	1.2495611643860955e+00	-1.2929183530849306e-02	-7.9146960341281106e-03	-1.3747416777115426e-01
-3.1170489609836229e+00	1.2482499124666326e+00	-2.5776034149878262e-02	-1.5762433363659369e-02	-1.3655009783459351e-01
-3.1047771146805379e+00	1.2460818398045974e+00	-3.8459918352930805e-02	-2.3477970117401742e-02	-1.3502586515298357e-01
-3.0925052683774528e+00	1.2430823855670585e+00	-5.0903523366972597e-02	-3.0999406360716124e-02	-1.3292465915762405e-01
-3.0802334220743677e+00	1.2392860382996316e+00	-6.3034328607912568e-02	-3.8269634044820006e-02	-1.3027771837991919e-01
-3.0679615757712821e+00	1.2347352921480650e+00	-7.4785867312830989e-02	-4.5237543858486051e-02	-1.2712320610983016e-01
-3.0556897294681971e+00	1.2294794135342213e+00	-8.6098734296786467e-02	-5.1858941640134999e-02	-1.2350489837545928e-01
-3.0434178831651120e+00	1.2235730851545368e+00	-9.6921313951372240e-02	-5.8097150140649145e-02	-1.1947076448559042e-01
-3.0311460368620269e+00	1.2170749953570641e+00	-1.0721022108652024e-01	-6.3923294906072070e-02	-1.1507151990378270e-01
-3.0188741905589418e+00	1.2100464369792405e+00	-1.1693046425407236e-01	-6.9316293515498811e-02	-1.1035922420240064e-01
-3.0066023442558567e+00	1.2025499716192558e+00	-1.2605535540974236e-01	-7.4262583634191109e-02	-1.0538598486846076e-01
-2.9943304979527716e+00	1.1946482043970628e+00	-1.3456620031379746e-01	-7.8755636377438071e-02	-1.0020281273864728e-01
-2.9820586516496865e+00	1.1864027019415186e+00	-1.4245181062255310e-01	-8.2795307153413961e-02	-9.4858658779557459e-02
-2.9697868053466014e+00	1.1778730739076664e+00	-1.4970788134019386e-01	-8.6387076933999885e-02	-8.9399646496163693e-02
-2.9575149590435164e+00	1.1691162268239883e+00	-1.5633627669732197e-01	-8.9541233703837306e-02	-8.3868500716204553e-02
-2.9452431127404308e+00	1.1601857892183414e+00	-1.6234426432773577e-01	-9.2272037793538444e-02	-7.8304162641035902e-02
-2.9329712664373457e+00	1.1511316991743270e+00	-1.6774373263635034e-01	-9.4596907071491182e-02	-7.2741573190123282e-02
